release.resource,release.version,table,name,collectionEvent,topics,label,format,unit,mandatory,description,exampleValues,comments,codes(TODO)
ALSPAC,1.0.0,core,tc6010,,,F2a: Study teenager has had wheezing or whistling in their chest in the past 12 months,binary,,,Maternal report of child wheezing or whistling in chest in past 12 months,,,
ALSPAC,1.0.0,core,tc6101,,,F10a: Study teenager has had this itchy rash at any time in the past 12 months,binary,,,Maternal report of child itchy rash in past 12 months,,,
ALSPAC,1.0.0,core,tc9991a,,,"Age of child at completion, mean age at 202 months",continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,1.0.0,core,tfa_cord,,,"Total Fatty acids g/ml, cord",continuous,ug/ml,,Total fatty acids from cord,,,
ALSPAC,1.0.0,core,tfa_F7,,,"Total Fatty acids (ug/ml), Focus@7",continuous,ug/ml,,Total fatty acids,,,
ALSPAC,1.0.0,core,Trig_BBS,,,"Triglycerides mmol/l, BBS",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,Trig_CIF31,,,"Triglycerides mmol/l, 31mth CIF",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,Trig_CIF43,,,"Triglycerides mmol/l, 43mth CIF",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,trig_cord,,,"Triglycerides mmol/L, cord",continuous,mmol/litre,,Triglycerides from cord,,,
ALSPAC,1.0.0,core,TRIG_F7,,,"Triglycerides mmol/l, Focus@7",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,trig_f9,,,"Triglycerides mmol/l, Focus@9",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,trig_TF3,,,"Triglycerides mmol/l, TF3",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,TRIG_TF4,,,"Triglycerides mmol/l, TF4",continuous,mmol/litre,,Triglycerides,,,
ALSPAC,1.0.0,core,uactive_thyroid_meds_preg,,,Underactive thyroid medication in pregnancy,binary,,,Mother reported taking medicine for under-active thyroid during pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp1,,,1 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp10,,,10 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp11,,,11 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp12,,,12 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp13,,,13 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp14,,,14 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp15,,,15 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp16,,,16 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp17,,,17 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp18,,,18 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp19,,,19 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp2,,,2 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp20,,,20 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp21,,,21 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp22,,,22 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp23,,,23 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp24,,,24 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp25,,,25 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp26,,,26 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp27,,,27 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp28,,,28 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp29,,,29 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp3,,,3 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp30,,,30 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp31,,,31 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp32,,,32 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp33,,,33 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp34,,,34 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp35,,,35 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp36,,,36 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp37,,,37 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp38,,,38 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp39,,,39 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp4,,,4 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp40,,,40 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp41,,,41 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp42,,,42 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp43,,,43 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp44,,,44 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp45,,,45 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp46,,,46 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp47,,,47 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp48,,,48 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp49,,,49 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp5,,,5 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp6,,,6 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp7,,,7 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp8,,,8 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1g_systolic_bp9,,,9 v1dab1g_systolic_bp,continuous,mmHg,,Maternal systolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp1,,,1 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp10,,,10 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp11,,,11 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp12,,,12 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp13,,,13 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp14,,,14 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp15,,,15 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp16,,,16 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp17,,,17 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp18,,,18 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp19,,,19 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp2,,,2 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp20,,,20 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp21,,,21 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp22,,,22 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp23,,,23 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp24,,,24 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp25,,,25 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp26,,,26 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp27,,,27 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp28,,,28 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp29,,,29 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp3,,,3 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp30,,,30 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp31,,,31 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp32,,,32 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp33,,,33 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp34,,,34 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp35,,,35 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp36,,,36 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp37,,,37 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp38,,,38 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp39,,,39 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp4,,,4 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp40,,,40 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp41,,,41 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp42,,,42 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp43,,,43 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp44,,,44 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp45,,,45 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp46,,,46 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp47,,,47 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp48,,,48 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp49,,,49 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp5,,,5 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp6,,,6 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp7,,,7 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp8,,,8 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dab1h_diastolic_bp9,,,9 v1dab1h_diastolic_bp,continuous,mmHg,,Maternal diastolic blood pressure in pregnancy,,,
ALSPAC,1.0.0,core,v1dac6_method_delivery,,,What was the method of delivery?,categorical,,,What was the method of delivery?,,,
ALSPAC,1.0.0,core,VLDL_f9,,,"VLDL mmol/l, Focus@9",continuous,mmol/litre,,vLDL,,,
ALSPAC,1.0.0,core,vldl_TF3,,,"VLDL mmol/l, TF3",continuous,mmol/litre,,vLDL,,,
ALSPAC,1.0.0,core,VLDL_TF4,,,"VLDL mmol/l, TF4",continuous,mmol/litre,,vLDL,,,
ALSPAC,1.0.0,core,wt_0wks,,,Weight at 0 weeks (kg),continuous,kg,,Weight at conception (0 weeks) derived from spline model predictions based on repeated measure data throughout pregnancy,,,
ALSPAC,1.0.0,core,YPB1080,,,A9: Had wheezing or whistling in the chest in the past 12 months,categorical,,,Maternal report of child wheezing or whistling in the past 12 months,,,
ALSPAC,1.0.0,core,YPB1140,,,A15: Currently taking medications for asthma,categorical,,,Maternal report of child taking asthma medication in past 12 months,,,
ALSPAC,1.0.0,core,YPB1210_imputeno,,,A22a: Ever been diagnosed with asthma - Silent no's included,categorical,,,Child's report of asthma diagnosis,,,
